,date,station,NO,NO2,NOX,precipitation
10372,22/05/2019,Jerusalem,10.375,36.275000000000006,51.974999999999994,0.0
10373,23/05/2019,Jerusalem,19.3,55.2,84.6,0.0
10374,24/05/2019,Jerusalem,8.9,29.7,42.9,0.0
10375,25/05/2019,Jerusalem,0.0,7.5,7.1,0.0
10376,26/05/2019,Jerusalem,1.9,22.0,24.7,0.0
10377,27/05/2019,Jerusalem,0.95,14.75,15.899999999999999,0.0
10378,28/05/2019,Jerusalem,1.4249999999999998,18.375,20.299999999999997,0.0
10379,29/05/2019,Jerusalem,1.1875,16.5625,18.099999999999998,0.0
10380,30/05/2019,Jerusalem,1.30625,17.46875,19.199999999999996,0.0
10381,31/05/2019,Jerusalem,1.246875,17.015625,18.65,0.0
10382,01/06/2019,Jerusalem,1.2765624999999998,17.2421875,18.924999999999997,0.0
10383,02/06/2019,Jerusalem,1.18828125,16.17109375,17.8125,0.0
10384,03/06/2019,Jerusalem,1.1,15.1,16.7,0.0
10385,04/06/2019,Jerusalem,1.2,15.4,17.0,0.0
10386,05/06/2019,Jerusalem,1.8,21.8,24.4,0.0
10387,06/06/2019,Jerusalem,1.8,24.5,27.0,0.0
10388,07/06/2019,Jerusalem,1.0,14.9,16.2,0.0
10389,08/06/2019,Jerusalem,0.0,6.5,6.1,0.0
10390,09/06/2019,Jerusalem,0.0,7.7,7.1,0.0
10391,10/06/2019,Jerusalem,0.6,13.7,14.3,0.0
10392,11/06/2019,Jerusalem,1.5,22.8,24.8,0.0
10393,12/06/2019,Jerusalem,0.8,19.5,20.4,0.0
10394,13/06/2019,Jerusalem,0.6,10.1,10.7,0.0
10395,14/06/2019,Jerusalem,0.3,9.4,9.5,0.0
10396,15/06/2019,Jerusalem,0.1,8.7,8.6,0.0
10397,16/06/2019,Jerusalem,1.2,16.1,17.6,0.0
10398,17/06/2019,Jerusalem,0.3,11.4,11.6,0.0
10399,18/06/2019,Jerusalem,0.5,11.1,11.6,0.0
10400,19/06/2019,Jerusalem,1.1,15.4,16.8,0.0
10401,20/06/2019,Jerusalem,0.4,12.7,13.0,0.0
10402,21/06/2019,Jerusalem,0.4,11.5,11.7,0.0
10403,22/06/2019,Jerusalem,0.0,6.1,5.5,0.0
10404,23/06/2019,Jerusalem,1.4,19.7,21.5,0.0
10405,24/06/2019,Jerusalem,0.9,19.5,20.6,0.0
10406,25/06/2019,Jerusalem,1.3,19.5,21.2,0.0
10407,26/06/2019,Jerusalem,0.8,18.9,19.8,0.0
10408,27/06/2019,Jerusalem,0.9,15.2,16.4,0.0
10409,28/06/2019,Jerusalem,0.4,8.3,8.6,0.0
10410,29/06/2019,Jerusalem,0.0,4.1,3.5,0.0
10411,30/06/2019,Jerusalem,0.7,13.9,14.6,0.0
10412,01/07/2019,Jerusalem,1.0,15.1,16.4,0.0
10413,02/07/2019,Jerusalem,0.7,13.3,14.0,0.0
10414,03/07/2019,Jerusalem,0.7,13.7,14.6,0.0
10415,04/07/2019,Jerusalem,0.8,17.0,18.1,0.0
10416,05/07/2019,Jerusalem,0.3,9.7,9.8,0.0
10417,06/07/2019,Jerusalem,0.0,7.5,7.1,0.0
10418,07/07/2019,Jerusalem,0.5,12.3,12.8,0.0
10419,08/07/2019,Jerusalem,0.2,9.8,9.8,0.0
10420,09/07/2019,Jerusalem,0.6,13.8,14.4,0.0
10421,10/07/2019,Jerusalem,1.3,19.9,21.5,0.0
10422,11/07/2019,Jerusalem,1.6,21.6,23.8,0.0
10423,12/07/2019,Jerusalem,0.5,10.3,10.7,0.0
10424,13/07/2019,Jerusalem,0.0,4.3,3.8,0.0
10425,14/07/2019,Jerusalem,0.6,10.9,11.5,0.0
10426,15/07/2019,Jerusalem,0.7,10.2,11.1,0.0
10427,16/07/2019,Jerusalem,0.8,20.1,21.1,0.0
10428,17/07/2019,Jerusalem,2.3,19.3,22.6,0.0
10429,18/07/2019,Jerusalem,0.4,11.7,12.1,0.0
10430,19/07/2019,Jerusalem,0.1,7.8,7.6,0.0
10431,20/07/2019,Jerusalem,0.0,6.1,5.5,0.0
10432,21/07/2019,Jerusalem,0.3,9.3,9.5,0.0
10433,22/07/2019,Jerusalem,0.6,14.7,15.3,0.0
10434,23/07/2019,Jerusalem,1.0,20.1,21.5,0.0
10435,24/07/2019,Jerusalem,0.6,18.2,18.9,0.0
10436,25/07/2019,Jerusalem,2.9,19.9,24.2,0.0
10437,26/07/2019,Jerusalem,0.8,11.7,12.7,0.0
10438,27/07/2019,Jerusalem,0.0,5.8,5.4,0.0
10439,28/07/2019,Jerusalem,0.6,8.8,9.4,0.0
10440,29/07/2019,Jerusalem,1.3,19.4,21.2,0.0
10441,30/07/2019,Jerusalem,1.9,27.9,30.6,0.0
10442,31/07/2019,Jerusalem,4.6,31.6,38.2,0.0
10443,01/08/2019,Jerusalem,1.6,17.6,19.7,0.0
10444,02/08/2019,Jerusalem,0.2,6.6,6.6,0.0
10445,03/08/2019,Jerusalem,0.0,6.6,6.1,0.0
10446,04/08/2019,Jerusalem,0.4,10.0,10.3,0.0
10447,05/08/2019,Jerusalem,0.5,11.8,12.4,0.0
10448,06/08/2019,Jerusalem,0.2,8.7,8.7,0.0
10449,07/08/2019,Jerusalem,0.3,9.5,9.7,0.0
10450,08/08/2019,Jerusalem,0.5,12.0,12.5,0.0
10451,09/08/2019,Jerusalem,0.3,8.5,8.5,0.0
10452,10/08/2019,Jerusalem,0.1,6.2,5.8,0.0
10453,11/08/2019,Jerusalem,0.1,9.8,9.5,0.0
10454,12/08/2019,Jerusalem,0.4,16.7,16.9,0.0
10455,13/08/2019,Jerusalem,0.6,19.0,19.6,0.0
10456,14/08/2019,Jerusalem,0.4,15.3,15.5,0.0
10457,15/08/2019,Jerusalem,8.1,29.9,42.1,0.0
10458,16/08/2019,Jerusalem,1.6,20.8,23.0,0.0
10459,17/08/2019,Jerusalem,0.0,8.6,8.2,0.0
10460,18/08/2019,Jerusalem,0.5,8.3,8.9,0.0
10461,19/08/2019,Jerusalem,0.3,13.2,13.4,0.0
10462,20/08/2019,Jerusalem,0.7,12.2,13.0,0.0
10463,21/08/2019,Jerusalem,0.5,11.7,12.2,0.0
10464,22/08/2019,Jerusalem,0.7,18.4,19.2,0.0
10465,23/08/2019,Jerusalem,0.4,14.6,15.0,0.0
10466,24/08/2019,Jerusalem,0.0,5.7,5.3,0.0
10467,25/08/2019,Jerusalem,1.1,18.0,19.4,0.0
10468,26/08/2019,Jerusalem,1.7,19.4,21.9,0.0
10469,27/08/2019,Jerusalem,1.4,15.8,17.6,0.0
10470,28/08/2019,Jerusalem,0.4,12.4,12.7,0.0
10471,29/08/2019,Jerusalem,0.8,14.9,15.7,0.0
10472,30/08/2019,Jerusalem,0.1,7.4,7.0,0.0
10473,31/08/2019,Jerusalem,0.0,6.8,6.1,0.0
10474,01/09/2019,Jerusalem,2.1,22.4,25.4,0.0
10475,02/09/2019,Jerusalem,0.6,18.2,18.8,0.0
10476,03/09/2019,Jerusalem,0.3,14.6,14.0,0.0
10477,04/09/2019,Jerusalem,0.2,8.2,7.3,0.0
10478,05/09/2019,Jerusalem,0.5,10.0,10.5,0.0
10479,06/09/2019,Jerusalem,1.1,10.7,12.4,0.0
10480,07/09/2019,Jerusalem,1.0,6.1,7.7,0.0
10481,08/09/2019,Jerusalem,1.8,10.8,13.6,0.0
10482,09/09/2019,Jerusalem,1.0,11.7,13.1,0.0
10483,10/09/2019,Jerusalem,1.0,14.9,16.0,0.0
10484,11/09/2019,Jerusalem,0.8,14.8,15.7,0.0
10485,12/09/2019,Jerusalem,0.3,10.8,10.9,0.0
10486,13/09/2019,Jerusalem,0.4,8.8,9.0,0.0
10487,14/09/2019,Jerusalem,0.0,4.9,4.3,0.0
10488,15/09/2019,Jerusalem,0.4,10.1,10.4,0.0
10489,16/09/2019,Jerusalem,0.3,13.5,13.5,0.0
10490,17/09/2019,Jerusalem,0.4,12.8,13.3,0.0
10491,18/09/2019,Jerusalem,9.5,27.7,41.9,0.0
10492,19/09/2019,Jerusalem,4.9,27.9,35.1,0.0
10493,20/09/2019,Jerusalem,0.6,13.3,13.8,0.0
10494,21/09/2019,Jerusalem,0.0,6.1,5.6,0.0
10495,22/09/2019,Jerusalem,0.9,17.3,18.4,0.0
10496,23/09/2019,Jerusalem,1.0,16.4,17.7,0.0
10497,24/09/2019,Jerusalem,1.3,17.6,19.3,0.0
10498,25/09/2019,Jerusalem,1.9,23.1,25.6,0.0
10499,26/09/2019,Jerusalem,10.6,29.5,45.4,0.0
10500,27/09/2019,Jerusalem,10.2,20.6,35.8,0.0
10501,28/09/2019,Jerusalem,0.0,6.6,6.2,0.0
10502,29/09/2019,Jerusalem,0.3,9.6,9.5,0.0
10503,30/09/2019,Jerusalem,0.1,8.0,7.4,0.0
10504,01/10/2019,Jerusalem,0.0,5.5,4.9,0.0
10505,02/10/2019,Jerusalem,0.5,13.8,14.2,0.0
10506,03/10/2019,Jerusalem,1.2,19.7,21.2,0.0
10507,04/10/2019,Jerusalem,1.1,15.5,16.8,0.0
10508,05/10/2019,Jerusalem,0.4,16.2,16.4,1.2
10509,06/10/2019,Jerusalem,15.8,26.6,50.6,0.0
10510,07/10/2019,Jerusalem,1.7,23.5,25.8,0.0
10511,08/10/2019,Jerusalem,4.2,24.0,30.1,0.0
10512,09/10/2019,Jerusalem,0.0,7.8,7.2,0.0
10513,10/10/2019,Jerusalem,4.8,28.3,35.3,0.0
10514,11/10/2019,Jerusalem,2.4,19.5,22.6,0.0
10515,12/10/2019,Jerusalem,0.0,8.6,8.0,0.0
10516,13/10/2019,Jerusalem,2.1,26.1,29.1,0.0
10517,14/10/2019,Jerusalem,3.5,21.6,26.6,0.0
10518,15/10/2019,Jerusalem,2.8,24.2,28.2,3.8
10519,16/10/2019,Jerusalem,1.4,18.4,20.2,0.0
10520,17/10/2019,Jerusalem,0.9,17.8,18.9,0.0
10521,18/10/2019,Jerusalem,0.5,10.7,11.0,0.0
10522,19/10/2019,Jerusalem,0.0,6.3,5.6,0.0
10523,20/10/2019,Jerusalem,1.6,11.6,13.6,0.0
10524,21/10/2019,Jerusalem,3.9,17.2,22.8,0.0
10525,22/10/2019,Jerusalem,18.3,37.8,65.6,4.1
10526,23/10/2019,Jerusalem,4.6,17.6,24.2,0.0
10527,24/10/2019,Jerusalem,1.9,20.4,22.9,0.0
10528,25/10/2019,Jerusalem,0.7,25.3,26.1,1.0
10529,26/10/2019,Jerusalem,0.3,20.2,20.3,11.1
10530,27/10/2019,Jerusalem,1.6,20.2,22.2,0.0
10531,28/10/2019,Jerusalem,0.6,15.8,16.4,0.0
10532,29/10/2019,Jerusalem,0.5,14.8,15.1,0.0
10533,30/10/2019,Jerusalem,1.8,27.1,29.6,0.0
10534,31/10/2019,Jerusalem,4.9,37.0,44.3,0.0
10535,01/11/2019,Jerusalem,0.5,13.5,13.8,0.0
10536,02/11/2019,Jerusalem,0.5,11.0,11.5,0.0
10537,03/11/2019,Jerusalem,8.5,37.9,50.9,0.0
10538,04/11/2019,Jerusalem,24.0,52.7,89.3,0.0
10539,05/11/2019,Jerusalem,2.2,33.7,37.0,0.0
10540,06/11/2019,Jerusalem,1.5,22.5,24.7,0.0
10541,07/11/2019,Jerusalem,5.1,34.2,41.9,0.0
10542,08/11/2019,Jerusalem,0.8,20.7,21.6,0.0
10543,09/11/2019,Jerusalem,1.8,22.8,25.2,0.0
10544,10/11/2019,Jerusalem,1.9,22.0,24.7,0.0
10545,11/11/2019,Jerusalem,2.3,26.0,29.3,0.0
10546,12/11/2019,Jerusalem,1.7,22.8,25.2,0.0
10547,13/11/2019,Jerusalem,2.7,22.5,26.4,0.0
10548,14/11/2019,Jerusalem,20.3,39.0,69.8,0.0
10549,15/11/2019,Jerusalem,3.3,15.7,20.4,0.0
10550,16/11/2019,Jerusalem,0.3,13.8,13.8,0.0
10551,17/11/2019,Jerusalem,2.9,15.5,19.9,0.0
10552,18/11/2019,Jerusalem,3.3,20.2,25.3,0.0
10553,19/11/2019,Jerusalem,2.7,22.2,26.2,0.0
10554,20/11/2019,Jerusalem,1.7,22.1,24.4,0.0
10555,21/11/2019,Jerusalem,31.6,52.7,100.8,0.0
10556,22/11/2019,Jerusalem,7.1,38.4,48.9,0.0
10557,23/11/2019,Jerusalem,4.7,27.9,34.7,0.0
10558,24/11/2019,Jerusalem,21.4,50.0,82.5,0.0
10559,25/11/2019,Jerusalem,8.6,48.3,61.3,0.0
10560,26/11/2019,Jerusalem,2.8,25.0,29.0,0.0
10561,27/11/2019,Jerusalem,0.8,17.9,18.7,0.0
10562,28/11/2019,Jerusalem,7.5,35.2,46.5,0.0
10563,29/11/2019,Jerusalem,9.8,32.5,47.3,0.0
10564,30/11/2019,Jerusalem,3.6,28.5,33.7,0.0
10565,01/12/2019,Jerusalem,7.7,29.7,41.3,3.7
10566,02/12/2019,Jerusalem,0.8,16.4,17.3,0.0
10567,03/12/2019,Jerusalem,3.8,30.6,36.2,0.0
10568,04/12/2019,Jerusalem,4.8,36.3,43.5,0.0
10569,05/12/2019,Jerusalem,7.4,19.6,30.7,1.4
10570,06/12/2019,Jerusalem,0.5,11.0,11.5,0.0
10571,07/12/2019,Jerusalem,0.1,12.6,12.3,1.3
10572,08/12/2019,Jerusalem,0.5,16.1,16.4,31.3
10573,09/12/2019,Jerusalem,0.7,14.0,14.8,23.7
10574,10/12/2019,Jerusalem,6.4,25.5,35.0,0.2
10575,11/12/2019,Jerusalem,29.6,33.3,78.4,0.0
10576,12/12/2019,Jerusalem,1.7,15.8,18.1,0.0
10577,13/12/2019,Jerusalem,0.2,6.9,6.6,0.0
10578,14/12/2019,Jerusalem,0.4,15.1,15.3,0.0
10579,15/12/2019,Jerusalem,21.2,38.2,70.4,0.0
10580,16/12/2019,Jerusalem,13.5,42.4,63.0,0.0
10581,17/12/2019,Jerusalem,3.3,36.4,41.3,0.0
10582,18/12/2019,Jerusalem,9.6,32.4,46.9,0.0
10583,19/12/2019,Jerusalem,3.6,24.2,29.4,0.0
10584,20/12/2019,Jerusalem,2.1,18.1,21.1,0.0
10585,21/12/2019,Jerusalem,16.1,34.9,59.0,0.0
10586,22/12/2019,Jerusalem,12.5,44.5,63.5,0.0
10587,23/12/2019,Jerusalem,11.7,29.5,47.0,0.0
10588,24/12/2019,Jerusalem,0.8,12.6,13.3,0.0
10589,25/12/2019,Jerusalem,0.4,8.4,8.6,2.2
10590,26/12/2019,Jerusalem,0.3,6.8,6.8,55.0
10591,27/12/2019,Jerusalem,0.1,5.7,5.3,11.4
10592,28/12/2019,Jerusalem,1.8,15.4,17.6,0.0
10593,29/12/2019,Jerusalem,6.1,33.6,42.8,0.0
10594,30/12/2019,Jerusalem,1.9,20.0,22.6,0.0
10595,31/12/2019,Jerusalem,7.7,30.3,41.9,0.0
10596,01/01/2020,Jerusalem,19.9,40.4,70.8,0.0
10597,02/01/2020,Jerusalem,12.4,35.2,53.9,0.0
10598,03/01/2020,Jerusalem,0.5,10.3,10.6,0.0
10599,04/01/2020,Jerusalem,0.0,5.9,5.3,41.8
10600,05/01/2020,Jerusalem,0.6,11.6,12.2,0.0
10601,06/01/2020,Jerusalem,4.6,25.6,32.4,0.0
10602,07/01/2020,Jerusalem,0.7,10.8,11.6,0.2
10603,08/01/2020,Jerusalem,0.8,8.5,9.4,34.3
10604,09/01/2020,Jerusalem,0.8,13.5,14.3,15.9
10605,10/01/2020,Jerusalem,0.3,11.4,11.3,0.1
10606,11/01/2020,Jerusalem,1.1,19.9,21.2,0.0
10607,12/01/2020,Jerusalem,3.3,21.4,26.2,5.0
10608,13/01/2020,Jerusalem,0.8,18.7,19.6,0.0
10609,14/01/2020,Jerusalem,9.9,28.3,43.2,0.0
10610,15/01/2020,Jerusalem,8.4,34.2,46.9,0.0
10611,16/01/2020,Jerusalem,4.4,25.6,32.0,0.0
10612,17/01/2020,Jerusalem,0.3,9.9,9.9,13.7
10613,18/01/2020,Jerusalem,0.0,4.3,2.6,6.8
10614,19/01/2020,Jerusalem,0.4,9.2,8.8,12.5
10615,20/01/2020,Jerusalem,0.6,12.0,12.7,24.1
10616,21/01/2020,Jerusalem,1.5,12.1,14.2,9.7
10617,22/01/2020,Jerusalem,3.5,26.5,31.8,2.2
10618,23/01/2020,Jerusalem,1.0,18.0,19.3,24.2
10619,24/01/2020,Jerusalem,0.6,9.1,9.7,5.8
10620,25/01/2020,Jerusalem,5.3,22.3,30.3,0.0
10621,26/01/2020,Jerusalem,32.6,45.0,94.7,0.0
10622,27/01/2020,Jerusalem,23.6,42.9,78.9,0.0
10623,28/01/2020,Jerusalem,9.5,30.8,45.2,4.1
10624,29/01/2020,Jerusalem,1.0,13.6,15.0,0.0
10625,30/01/2020,Jerusalem,14.9,26.6,49.3,0.7
10626,31/01/2020,Jerusalem,0.3,5.8,5.6,2.8
10627,01/02/2020,Jerusalem,0.4,5.8,6.0,7.1
10628,02/02/2020,Jerusalem,12.3,34.0,52.7,0.0
10629,03/02/2020,Jerusalem,8.4,30.2,42.7,0.0
10630,04/02/2020,Jerusalem,1.4,20.6,22.5,0.0
10631,05/02/2020,Jerusalem,40.3,40.9,102.3,0.0
10632,06/02/2020,Jerusalem,3.7,25.6,30.9,0.8
10633,07/02/2020,Jerusalem,0.0,8.1,6.7,26.5
10634,08/02/2020,Jerusalem,0.0,2.0,1.4,21.0
10635,09/02/2020,Jerusalem,1.6,15.4,17.7,1.3
10636,10/02/2020,Jerusalem,1.4,21.3,23.3,1.0
10637,11/02/2020,Jerusalem,1.0,17.3,18.3,1.8
10638,12/02/2020,Jerusalem,7.9,21.8,33.5,0.0
10639,13/02/2020,Jerusalem,10.0,34.6,49.7,0.0
10640,14/02/2020,Jerusalem,5.0,21.8,29.5,0.0
10641,15/02/2020,Jerusalem,5.0,22.1,29.6,0.0
10642,16/02/2020,Jerusalem,1.2,21.7,23.0,6.0
10643,17/02/2020,Jerusalem,6.5,35.0,44.7,0.0
10644,18/02/2020,Jerusalem,1.3,22.2,23.8,4.3
10645,19/02/2020,Jerusalem,0.3,11.9,12.0,7.0
10646,20/02/2020,Jerusalem,0.3,13.7,13.8,0.0
10647,21/02/2020,Jerusalem,1.3,13.8,15.5,5.8
10648,22/02/2020,Jerusalem,0.5,12.0,12.4,3.1
10649,23/02/2020,Jerusalem,3.7,29.5,35.0,0.0
10650,24/02/2020,Jerusalem,1.5,21.1,23.0,2.2
10651,25/02/2020,Jerusalem,0.7,15.0,15.7,16.9
10652,26/02/2020,Jerusalem,12.7,22.4,41.6,0.0
10653,27/02/2020,Jerusalem,14.6,37.1,59.2,0.0
10654,28/02/2020,Jerusalem,3.6,28.1,33.5,0.0
10655,29/02/2020,Jerusalem,0.0,4.3,3.7,15.5
10656,01/03/2020,Jerusalem,0.4,8.1,8.5,0.2
10657,02/03/2020,Jerusalem,0.3,15.6,15.9,0.0
10658,03/03/2020,Jerusalem,11.1,31.0,47.8,0.0
10659,04/03/2020,Jerusalem,22.0,34.3,67.7,0.0
10660,05/03/2020,Jerusalem,6.6,39.2,49.2,0.0
10661,06/03/2020,Jerusalem,1.6,17.5,19.7,25.9
10662,07/03/2020,Jerusalem,0.8,9.4,10.4,0.0
10663,08/03/2020,Jerusalem,3.6,21.3,26.6,0.0
10664,09/03/2020,Jerusalem,1.0,16.4,17.6,0.0
10665,10/03/2020,Jerusalem,1.0,17.5,18.9,0.0
10666,11/03/2020,Jerusalem,2.0,22.9,25.8,0.0
10667,12/03/2020,Jerusalem,1.3,12.0,13.7,14.2
10668,13/03/2020,Jerusalem,0.1,5.5,5.4,26.3
10669,14/03/2020,Jerusalem,0.0,6.2,5.7,4.3
10670,15/03/2020,Jerusalem,3.5,21.6,26.7,0.0
10671,16/03/2020,Jerusalem,0.9,20.9,22.0,0.0
10672,17/03/2020,Jerusalem,0.2,7.6,7.6,27.9
10673,18/03/2020,Jerusalem,0.2,6.0,5.9,1.1
10674,19/03/2020,Jerusalem,0.6,6.9,7.5,5.1
10675,20/03/2020,Jerusalem,0.7,7.1,7.7,12.1
10676,21/03/2020,Jerusalem,0.0,6.2,5.5,2.2
10677,22/03/2020,Jerusalem,0.5,16.5,17.0,0.0
10678,23/03/2020,Jerusalem,1.5,17.5,19.5,0.0
10679,24/03/2020,Jerusalem,0.6,10.5,11.0,0.0
10680,25/03/2020,Jerusalem,0.8,11.2,12.0,0.0
10681,26/03/2020,Jerusalem,0.3,18.1,18.3,1.2
10682,27/03/2020,Jerusalem,0.2,7.7,7.5,0.0
10683,28/03/2020,Jerusalem,0.0,3.1,2.4,0.0
10684,29/03/2020,Jerusalem,0.4,5.3,5.6,0.0
10685,30/03/2020,Jerusalem,0.9,16.4,17.5,0.0
10686,31/03/2020,Jerusalem,0.2,10.2,10.1,0.0
10687,01/04/2020,Jerusalem,2.8,8.4,12.4,0.4
10688,02/04/2020,Jerusalem,0.3,9.0,9.0,0.0
10689,03/04/2020,Jerusalem,0.9,8.0,8.9,0.0
10690,04/04/2020,Jerusalem,0.1,6.1,5.8,0.0
10691,05/04/2020,Jerusalem,4.5,13.5,20.0,0.0
10692,06/04/2020,Jerusalem,1.7,9.7,11.9,0.0
10693,07/04/2020,Jerusalem,2.1,10.3,13.2,0.0
10694,08/04/2020,Jerusalem,0.1,4.7,4.3,0.0
10695,09/04/2020,Jerusalem,0.2,5.3,5.0,1.7
10696,10/04/2020,Jerusalem,0.0,4.1,3.6,15.2
10697,11/04/2020,Jerusalem,0.0,4.2,3.5,2.0
10698,12/04/2020,Jerusalem,1.1,11.4,12.8,0.0
10699,13/04/2020,Jerusalem,0.8,11.9,12.8,0.0
10700,14/04/2020,Jerusalem,0.7,10.6,11.3,0.0
10701,15/04/2020,Jerusalem,0.2,12.3,12.2,0.0
10702,16/04/2020,Jerusalem,1.1,12.4,13.8,0.0
10703,17/04/2020,Jerusalem,0.1,6.6,6.2,0.0
10704,18/04/2020,Jerusalem,0.0,4.6,4.0,0.0
10705,19/04/2020,Jerusalem,0.6,12.6,13.1,0.0
10706,20/04/2020,Jerusalem,0.4,11.8,12.0,0.0
10707,21/04/2020,Jerusalem,0.9,23.1,24.1,0.0
10708,22/04/2020,Jerusalem,0.9,16.7,17.6,0.0
10709,23/04/2020,Jerusalem,0.9,19.9,20.85,0.0
10710,24/04/2020,Jerusalem,0.9,18.299999999999997,19.225,1.6
10711,25/04/2020,Jerusalem,0.9,19.099999999999998,20.0375,0.9
10712,26/04/2020,Jerusalem,0.7,15.149999999999999,15.71875,0.0
10713,27/04/2020,Jerusalem,0.5,11.2,11.4,0.0
10714,28/04/2020,Jerusalem,1.4,10.5,12.3,0.0
10715,29/04/2020,Jerusalem,0.0,5.2,4.7,0.0
10716,30/04/2020,Jerusalem,0.8,11.9,12.8,0.0
10717,01/05/2020,Jerusalem,0.7,9.1,9.8,0.0
10718,02/05/2020,Jerusalem,0.0,4.1,3.6,0.0
10719,03/05/2020,Jerusalem,0.7,12.9,13.7,0.0
10720,04/05/2020,Jerusalem,1.4,12.5,14.4,0.0
10721,05/05/2020,Jerusalem,2.6,14.2,18.0,8.6
10722,06/05/2020,Jerusalem,0.5,6.6,7.0,0.0
10723,07/05/2020,Jerusalem,2.0,20.1,23.0,0.0
10724,08/05/2020,Jerusalem,1.4,19.1,21.0,0.0
10725,09/05/2020,Jerusalem,0.0,5.1,4.5,0.0
10726,10/05/2020,Jerusalem,0.4,11.0,11.4,0.0
10727,11/05/2020,Jerusalem,1.9,19.6,22.3,0.0
10728,12/05/2020,Jerusalem,1.4,20.5,22.4,0.0
10729,13/05/2020,Jerusalem,7.2,28.3,39.2,0.0
10730,14/05/2020,Jerusalem,3.5,28.8,33.9,0.0
10731,15/05/2020,Jerusalem,0.3,10.9,11.0,0.0
10732,16/05/2020,Jerusalem,0.3,11.2,11.2,0.0
10733,17/05/2020,Jerusalem,1.8,17.1,19.5,0.0
10734,18/05/2020,Jerusalem,0.8,14.6,15.5,0.0
10735,19/05/2020,Jerusalem,1.2,12.1,13.7,0.0
10736,20/05/2020,Jerusalem,0.8,15.7,16.6,0.0
10737,21/05/2020,Jerusalem,4.1,27.8,33.9,0.0
10738,22/05/2020,Jerusalem,4.0,18.9,24.7,0.0
10739,23/05/2020,Jerusalem,0.0,2.3,1.6,1.2
10740,24/05/2020,Jerusalem,0.1,4.6,4.2,0.1
10741,25/05/2020,Jerusalem,0.1,10.3,9.9,0.0
10742,26/05/2020,Jerusalem,0.8,19.0,19.9,0.0
10743,27/05/2020,Jerusalem,1.1,18.2,19.7,0.0
10744,28/05/2020,Jerusalem,0.2,5.1,5.0,0.0
10745,29/05/2020,Jerusalem,0.0,4.2,3.7,0.0
10746,30/05/2020,Jerusalem,0.0,5.7,5.3,0.0
10747,31/05/2020,Jerusalem,0.9,11.2,12.3,0.0
10748,01/06/2020,Jerusalem,1.2,22.9,24.5,0.0
10749,02/06/2020,Jerusalem,2.5,12.4,15.9,0.0
10750,03/06/2020,Jerusalem,0.5,7.4,7.8,0.0
10751,04/06/2020,Jerusalem,1.3,16.1,17.8,0.0
10752,05/06/2020,Jerusalem,0.5,10.7,11.1,0.0
10753,06/06/2020,Jerusalem,0.1,8.8,8.6,0.0
10754,07/06/2020,Jerusalem,1.5,20.9,22.8,0.0
10755,08/06/2020,Jerusalem,2.0,21.6,24.3,0.0
10756,09/06/2020,Jerusalem,2.5,20.1,23.6,0.0
10757,10/06/2020,Jerusalem,1.4,15.8,17.7,0.0
10758,11/06/2020,Jerusalem,1.9,14.2,16.8,0.0
10759,12/06/2020,Jerusalem,0.5,9.1,9.6,0.0
10760,13/06/2020,Jerusalem,0.1,10.2,9.8,0.0
10761,14/06/2020,Jerusalem,1.2,13.1,14.8,0.0
10762,15/06/2020,Jerusalem,0.7,10.2,11.0,0.0
10763,16/06/2020,Jerusalem,1.2,14.6,16.0,0.0
10764,17/06/2020,Jerusalem,2.2,23.4,26.7,0.0
10765,18/06/2020,Jerusalem,2.1,16.8,19.8,0.0
10766,19/06/2020,Jerusalem,0.1,4.6,4.4,0.0
10767,20/06/2020,Jerusalem,0.0,3.3,2.8,0.0
10768,21/06/2020,Jerusalem,0.9,16.6,17.7,0.0
10769,22/06/2020,Jerusalem,0.4,9.1,9.5,0.0
10770,23/06/2020,Jerusalem,1.1,12.9,14.3,0.0
10771,24/06/2020,Jerusalem,0.8,9.2,10.1,0.0
10772,25/06/2020,Jerusalem,0.5,9.9,10.4,0.0
10773,26/06/2020,Jerusalem,0.5,9.3,9.7,0.0
10774,27/06/2020,Jerusalem,0.0,6.6,6.2,0.0
10775,28/06/2020,Jerusalem,0.7,13.6,14.3,0.0
10776,29/06/2020,Jerusalem,0.4,9.8,10.1,0.0
10777,30/06/2020,Jerusalem,0.4,10.1,10.4,0.0
10778,01/07/2020,Jerusalem,1.9,16.4,19.0,0.0
10779,02/07/2020,Jerusalem,0.5,16.4,16.9,0.0
10780,03/07/2020,Jerusalem,0.7,14.4,15.1,0.0
10781,04/07/2020,Jerusalem,0.0,7.5,6.9,0.0
10782,05/07/2020,Jerusalem,0.6,10.9,11.5,0.0
10783,06/07/2020,Jerusalem,0.4,7.7,8.0,0.0
10784,07/07/2020,Jerusalem,0.7,10.0,10.9,0.0
10785,08/07/2020,Jerusalem,0.9,11.3,12.4,0.0
10786,09/07/2020,Jerusalem,0.7,10.2,11.0,0.0
10787,10/07/2020,Jerusalem,0.4,7.3,7.7,0.0
10788,11/07/2020,Jerusalem,0.1,5.4,5.1,0.0
10789,12/07/2020,Jerusalem,0.6,10.3,11.0,0.0
10790,13/07/2020,Jerusalem,0.8,10.2,11.2,0.0
10791,14/07/2020,Jerusalem,1.3,16.6,18.2,0.0
10792,15/07/2020,Jerusalem,1.6,17.2,19.3,0.0
